Season,Product_Type,Fabric,Gender,Price,Discount,Region,Sales
Summer,Jeans,Linen,Male,1539,66,West,2884
Summer,Shirt,Cotton,Male,2741,8,West,14353
Spring,Jeans,Linen,Male,3031,11,East,17488
Winter,Jeans,Denim,Male,4822,61,South,19323
Summer,Dress,Denim,Male,3928,15,West,8558
Spring,Jacket,Linen,Male,2401,26,North,18287
Summer,Dress,Linen,Male,1269,49,South,13619
Autumn,Jeans,Denim,Male,898,60,East,5506
Summer,Kurti,Cotton,Male,720,5,South,16005
Autumn,Jacket,Cotton,Male,614,11,South,9255
Winter,Shirt,Cotton,Female,2850,23,East,2723
Autumn,Jacket,Cotton,Male,2172,11,South,6789
Winter,Jacket,Silk,Male,4079,14,South,3725
Winter,Kurti,Cotton,Male,4582,63,South,5723
Summer,Jeans,Denim,Male,1717,44,East,16512
Winter,Shirt,Wool,Female,3574,48,West,5311
Winter,Jeans,Cotton,Female,3986,62,East,15687
Autumn,Shirt,Wool,Female,2255,15,North,5920
Summer,Jacket,Denim,Female,1842,0,East,15609
Spring,Jacket,Linen,Male,1373,28,East,13453
Autumn,Dress,Cotton,Female,3479,59,West,4889
Winter,Dress,Linen,Female,2424,2,West,13070
Summer,Jeans,Wool,Female,1028,56,East,11646
Summer,Kurti,Cotton,Female,3064,6,East,17990
Summer,Jeans,Denim,Male,3097,48,East,16084
Spring,Jeans,Linen,Female,4440,37,North,11048
Summer,Dress,Cotton,Female,4072,31,West,14008
Summer,Jacket,Wool,Male,4345,65,East,7359
Autumn,Jacket,Wool,Female,1159,54,South,1259
Summer,Jeans,Cotton,Female,968,63,North,8854
Winter,Dress,Wool,Male,4896,62,South,15731
Spring,Shirt,Silk,Male,3835,0,North,6537
Autumn,Jeans,Silk,Male,2110,63,West,8809
Summer,Kurti,Silk,Female,790,63,North,12977
Winter,Shirt,Denim,Female,2508,9,North,19513
Summer,Kurti,Cotton,Female,4605,8,West,7517
Summer,Jeans,Denim,Female,2387,16,East,1437
Winter,Dress,Denim,Female,3183,25,South,18717
Spring,Shirt,Denim,Male,4896,3,East,13426
Summer,Jeans,Wool,Female,1872,59,North,12237
Autumn,Jacket,Denim,Male,3519,5,North,7757
Spring,Dress,Linen,Female,2767,68,North,4549
Summer,Kurti,Silk,Male,2283,6,East,2049
Autumn,Jacket,Denim,Male,4905,17,West,9782
Autumn,Kurti,Cotton,Male,3268,32,North,4718
Autumn,Dress,Linen,Male,2125,36,North,8870
Spring,Jacket,Wool,Male,826,30,West,9880
Autumn,Jeans,Denim,Female,4595,5,North,13340
Autumn,Dress,Wool,Male,1274,39,East,18761
Spring,Jeans,Wool,Female,2337,33,West,5351
Winter,Jacket,Cotton,Female,3533,2,North,5414
Spring,Shirt,Wool,Male,517,58,West,6058
Spring,Jacket,Wool,Male,4802,25,North,17192
Autumn,Kurti,Denim,Female,3250,57,East,1108
Spring,Kurti,Wool,Male,3912,56,North,6005
Autumn,Jeans,Cotton,Male,3445,23,South,11255
Winter,Shirt,Denim,Female,3116,70,East,2182
Winter,Jeans,Silk,Female,1720,14,West,2123
Spring,Jeans,Silk,Female,595,56,North,11439
Autumn,Kurti,Cotton,Male,3221,14,North,17689
Spring,Shirt,Denim,Female,1944,58,East,7747
Summer,Kurti,Wool,Male,1764,8,North,4585
Autumn,Jeans,Linen,Male,852,5,North,2066
Autumn,Kurti,Cotton,Male,1206,55,North,9237
Summer,Jacket,Silk,Female,712,22,West,11079
Summer,Jacket,Silk,Female,2085,48,West,3992
Spring,Dress,Silk,Male,4655,43,West,2462
Summer,Jacket,Denim,Female,4234,61,West,17764
Autumn,Jacket,Cotton,Male,2618,44,North,14003
Winter,Shirt,Cotton,Female,4553,17,West,14527
Summer,Dress,Wool,Male,511,43,West,16805
Summer,Kurti,Silk,Female,4705,11,North,5072
Spring,Shirt,Linen,Female,3685,55,West,11781
Spring,Dress,Cotton,Male,2126,47,East,18005
Autumn,Jeans,Linen,Male,1689,56,East,16450
Summer,Jeans,Wool,Female,2910,67,East,12031
Spring,Dress,Silk,Female,3320,21,East,17279
Autumn,Dress,Cotton,Female,4998,39,North,14825
Winter,Shirt,Cotton,Male,2125,51,East,6295
Winter,Jacket,Wool,Male,4056,37,East,13900
Autumn,Jacket,Wool,Female,4190,35,West,10885
Summer,Jacket,Cotton,Female,2877,37,West,3958
Summer,Jacket,Silk,Female,3460,58,East,19151
Summer,Jeans,Denim,Male,2849,48,North,6256
Summer,Shirt,Silk,Male,3654,65,East,6185
Autumn,Jacket,Silk,Female,4233,59,West,5531
Spring,Jeans,Silk,Male,4001,48,North,17575
Spring,Kurti,Linen,Male,3685,25,North,16789
Spring,Jeans,Silk,Female,1578,48,West,4854
Autumn,Shirt,Cotton,Female,1628,37,East,11246
Summer,Dress,Linen,Female,840,9,North,2334
Winter,Kurti,Linen,Male,4873,47,South,11168
Autumn,Dress,Denim,Male,1422,47,North,1626
Winter,Shirt,Wool,Male,559,70,South,8116
Spring,Dress,Cotton,Female,4411,69,West,7200
Summer,Shirt,Cotton,Female,1904,61,East,15441
Summer,Shirt,Cotton,Male,1080,33,West,7712
Spring,Dress,Linen,Female,735,62,East,9675
Summer,Dress,Denim,Female,2522,48,West,3227
Spring,Shirt,Linen,Male,674,62,East,13378
Winter,Jacket,Denim,Male,1811,30,North,4821
Autumn,Kurti,Wool,Male,1096,10,North,18938
Summer,Jacket,Wool,Female,1276,25,East,13376
Summer,Kurti,Linen,Female,1738,33,South,16890
Winter,Jacket,Linen,Male,1630,25,South,11414
Spring,Jacket,Wool,Male,536,54,East,2062
Summer,Shirt,Silk,Male,3241,50,East,5034
Autumn,Jeans,Cotton,Male,2479,1,North,12696
Winter,Shirt,Wool,Male,2302,35,East,5121
Winter,Shirt,Wool,Female,4703,49,North,1779
Spring,Kurti,Wool,Male,4541,26,West,16753
Spring,Jacket,Denim,Female,1717,32,North,1287
Autumn,Jeans,Denim,Male,1449,19,South,5468
Summer,Jacket,Silk,Male,4589,41,South,1784
Winter,Shirt,Denim,Male,3329,12,North,14847
Spring,Kurti,Denim,Female,3768,37,South,1777
Winter,Jacket,Silk,Female,4500,4,South,12279
Autumn,Jacket,Silk,Male,2880,35,North,3983
Winter,Kurti,Wool,Female,3298,64,North,16786
Summer,Dress,Denim,Male,1194,69,West,13798
Summer,Jeans,Denim,Female,1182,22,North,9535
Autumn,Shirt,Linen,Female,4886,70,South,17551
Spring,Jeans,Silk,Female,3327,21,North,19623
Winter,Jacket,Wool,Male,1047,63,North,19635
Spring,Jeans,Denim,Female,3729,33,North,17094
Winter,Dress,Linen,Male,4940,9,South,16846
Autumn,Kurti,Cotton,Female,1961,36,West,2740
Summer,Kurti,Denim,Female,1846,68,West,16523
Summer,Kurti,Cotton,Female,1986,2,West,9146
Summer,Shirt,Silk,Female,4957,70,North,9779
Autumn,Jacket,Denim,Male,2840,57,North,7646
Autumn,Kurti,Linen,Female,1706,19,South,11651
Winter,Jacket,Silk,Male,2729,45,East,5304
Winter,Jeans,Denim,Female,2643,30,South,14853
Summer,Kurti,Linen,Male,1105,46,North,16309
Summer,Shirt,Wool,Male,4008,20,South,8008
Autumn,Jeans,Silk,Male,3225,40,South,1928
Spring,Jacket,Linen,Male,2333,65,North,19673
Spring,Jeans,Silk,Male,3449,1,West,11203
Spring,Kurti,Wool,Female,3405,24,North,17159
Winter,Shirt,Denim,Female,2416,63,West,8507
Autumn,Dress,Cotton,Female,1100,55,West,18714
Winter,Shirt,Denim,Male,1822,27,West,18317
Summer,Kurti,Silk,Female,3784,6,East,4794
Summer,Dress,Wool,Female,4661,58,East,18790
Summer,Shirt,Silk,Male,691,31,East,4819
Summer,Kurti,Linen,Male,1582,56,West,7866
Winter,Shirt,Silk,Male,4650,10,South,9042
Summer,Kurti,Linen,Male,2602,38,South,19884
Spring,Kurti,Denim,Male,1601,20,West,16201
Winter,Kurti,Cotton,Female,856,29,North,2447
Summer,Dress,Cotton,Male,1568,31,East,19961
Autumn,Jeans,Denim,Male,988,40,West,2304
Summer,Kurti,Denim,Male,2054,55,West,2070
Spring,Kurti,Silk,Male,4837,66,East,3453
Spring,Kurti,Wool,Male,3608,37,North,7068
Summer,Shirt,Silk,Male,3242,1,East,4034
Spring,Dress,Wool,Female,2802,27,West,8122
Winter,Shirt,Denim,Female,4399,53,East,7031
Winter,Jacket,Cotton,Female,3771,70,North,12510
Autumn,Shirt,Linen,Female,1227,41,South,19436
Spring,Shirt,Denim,Female,2446,4,East,2481
Spring,Jeans,Denim,Female,2994,53,North,1001
Summer,Shirt,Linen,Female,4332,49,East,17580
Winter,Jeans,Wool,Female,971,16,East,5872
Winter,Jeans,Cotton,Female,1083,14,North,19428
Summer,Shirt,Denim,Female,531,1,South,18317
Winter,Kurti,Denim,Male,833,19,South,1622
Summer,Dress,Linen,Female,4310,41,South,14907
Autumn,Jacket,Silk,Male,1999,37,South,3073
Winter,Kurti,Silk,Female,4829,22,East,8177
Summer,Kurti,Denim,Male,1286,55,South,1782
Autumn,Jacket,Linen,Male,4359,38,West,5283
Winter,Jeans,Silk,Male,1758,52,South,11978
Autumn,Jacket,Wool,Female,942,69,South,19309
Winter,Kurti,Cotton,Female,3786,50,South,16725
Summer,Shirt,Wool,Female,1244,8,West,9346
Autumn,Shirt,Linen,Male,1255,52,West,3443
Spring,Shirt,Linen,Female,3035,28,North,18112
Autumn,Jeans,Cotton,Male,4364,68,West,14019
Spring,Shirt,Denim,Male,4975,28,East,15350
Winter,Kurti,Linen,Female,3345,2,South,17172
Summer,Dress,Denim,Female,2076,67,West,16401
Summer,Dress,Silk,Male,842,17,West,18559
Winter,Jeans,Cotton,Female,2287,37,East,18628
Summer,Jacket,Cotton,Male,2570,13,South,2298
Summer,Kurti,Cotton,Male,2034,21,West,19336
Autumn,Jacket,Wool,Female,1686,55,West,7557
Summer,Jacket,Linen,Male,780,49,North,17710
Winter,Shirt,Wool,Female,1671,60,South,5089
Autumn,Kurti,Wool,Male,4571,19,West,8579
Spring,Jeans,Linen,Female,2255,10,North,4662
Summer,Shirt,Silk,Female,1457,66,North,7435
Summer,Jacket,Linen,Female,3086,3,West,7538
Autumn,Jacket,Linen,Male,3827,24,North,11421
Spring,Shirt,Denim,Female,2898,52,South,19440
Autumn,Shirt,Linen,Female,3324,22,East,2384
Spring,Jeans,Cotton,Female,4224,30,South,7175
Winter,Shirt,Linen,Female,2516,30,North,2435
Summer,Shirt,Silk,Male,2650,31,West,4249
Autumn,Jacket,Cotton,Female,2196,26,West,5961
Summer,Jacket,Denim,Male,573,39,South,2613
Winter,Shirt,Silk,Male,3174,22,South,16532
Spring,Jacket,Denim,Male,3464,36,West,14219
Spring,Dress,Wool,Male,4660,2,East,9467
Summer,Jeans,Wool,Male,1651,34,North,1304
Winter,Jacket,Denim,Male,1830,57,South,19363
Summer,Dress,Cotton,Male,2803,49,West,14477
Winter,Dress,Linen,Male,3169,43,West,8334
Autumn,Jeans,Silk,Male,4084,5,West,12612
Autumn,Dress,Wool,Male,4828,66,North,19600
Winter,Kurti,Wool,Female,4516,14,West,15777
Summer,Jacket,Silk,Male,3168,39,South,12973
Winter,Dress,Denim,Female,4327,57,West,6389
Autumn,Jacket,Silk,Female,1841,48,East,10697
Winter,Kurti,Cotton,Female,1011,54,East,13333
Autumn,Jacket,Denim,Female,2575,46,West,10667
Spring,Jeans,Silk,Female,4587,45,West,8352
Winter,Kurti,Cotton,Female,1470,63,South,5196
Autumn,Dress,Wool,Male,4223,35,East,3926
Autumn,Kurti,Linen,Female,2390,23,South,16327
Winter,Jeans,Linen,Female,2350,45,South,3844
Spring,Jacket,Cotton,Female,2137,54,North,19284
Autumn,Kurti,Wool,Female,4044,21,East,13451
Autumn,Shirt,Denim,Male,1117,48,West,7986
Winter,Jeans,Denim,Male,1588,59,South,13700
Spring,Jeans,Wool,Male,2495,11,North,16701
Autumn,Dress,Denim,Male,1290,56,West,13058
Summer,Jeans,Silk,Female,1173,40,South,15247
Summer,Jeans,Silk,Female,4531,56,North,5753
Summer,Kurti,Wool,Male,874,63,South,16455
Autumn,Dress,Cotton,Female,3630,40,West,10459
Winter,Shirt,Wool,Female,2992,48,West,13586
Autumn,Kurti,Wool,Female,3138,45,East,14659
Winter,Kurti,Denim,Male,2861,22,East,13020
Winter,Dress,Silk,Female,2723,42,South,3966
Spring,Shirt,Silk,Female,3487,13,South,8017
Winter,Shirt,Silk,Male,3551,28,East,10841
Autumn,Kurti,Silk,Female,3717,58,North,13347
Spring,Jeans,Silk,Male,1417,48,East,11427
Autumn,Kurti,Silk,Female,2439,59,West,5947
Winter,Dress,Linen,Male,4070,21,South,3241
Autumn,Kurti,Linen,Female,4514,37,North,13516
Spring,Jeans,Linen,Male,3690,42,South,11952
Winter,Shirt,Silk,Female,4874,57,South,2184
Autumn,Jacket,Cotton,Female,4234,55,South,9821
Autumn,Jeans,Silk,Male,691,50,South,18662
Winter,Jeans,Linen,Female,3212,41,East,5681
Autumn,Shirt,Cotton,Male,4733,15,North,16886
Spring,Jacket,Silk,Male,1853,32,West,2891
Autumn,Jacket,Wool,Male,1679,49,South,13361
Winter,Jeans,Wool,Male,1788,7,North,15689
Winter,Jacket,Denim,Female,3431,44,East,1039
Autumn,Kurti,Silk,Female,1480,56,South,10391
Spring,Shirt,Linen,Female,1003,36,South,3280
Autumn,Kurti,Silk,Female,4945,21,North,7837
Summer,Kurti,Silk,Male,4075,28,East,13407
Autumn,Dress,Denim,Male,4471,15,East,7778
Autumn,Jacket,Wool,Female,2457,29,North,19446
Autumn,Jacket,Cotton,Female,3999,47,North,3014
Winter,Jeans,Wool,Male,3594,51,North,6744
Summer,Jeans,Linen,Male,4827,8,South,3035
Autumn,Shirt,Linen,Male,999,49,North,11431
Winter,Jeans,Cotton,Male,4997,33,South,14127
Winter,Jacket,Wool,Female,2749,60,South,15525
Winter,Kurti,Cotton,Male,4458,60,North,8270
Winter,Jacket,Cotton,Female,1157,44,East,13931
Spring,Jeans,Wool,Female,1666,36,North,18928
Summer,Jeans,Cotton,Male,3415,64,North,15817
Summer,Jacket,Wool,Male,1987,4,South,8930
Spring,Dress,Denim,Male,3830,44,East,12032
Summer,Dress,Wool,Male,4090,54,West,4311
Summer,Jacket,Wool,Female,2284,25,East,13857
Spring,Jacket,Denim,Female,1571,55,East,4766
Winter,Jacket,Cotton,Male,2600,47,North,1675
Winter,Jeans,Silk,Female,1982,49,South,17838
Spring,Dress,Linen,Male,2436,62,West,11605
Summer,Dress,Denim,Female,4451,2,South,5944
Spring,Dress,Wool,Female,578,65,West,18404
Spring,Dress,Linen,Male,1022,38,North,2555
Spring,Shirt,Cotton,Male,2325,32,North,17233
Summer,Jacket,Wool,Male,2800,35,South,4185
Summer,Dress,Wool,Female,4806,14,North,2611
Spring,Shirt,Linen,Female,3443,19,East,9755
Winter,Kurti,Denim,Male,3300,19,South,18547
Autumn,Jeans,Denim,Male,3805,43,North,18239
Autumn,Jacket,Wool,Female,1151,42,West,4826
Autumn,Jacket,Wool,Male,1788,57,East,11406
Autumn,Jeans,Denim,Female,3329,32,North,15098
Spring,Jacket,Wool,Male,1391,6,West,11489
Winter,Shirt,Denim,Female,689,56,North,14281
Autumn,Jacket,Denim,Female,1917,3,West,16010
Winter,Shirt,Silk,Male,965,57,East,4041
Autumn,Jacket,Silk,Male,4262,6,South,18102
Summer,Kurti,Denim,Female,1084,46,South,12460
Winter,Jacket,Cotton,Male,3145,65,West,6443
Autumn,Jacket,Linen,Male,2524,60,North,18670
Autumn,Kurti,Linen,Male,1254,37,West,11957
Summer,Kurti,Cotton,Male,1799,9,West,18632
Winter,Jeans,Cotton,Male,4677,28,South,17331
Autumn,Kurti,Wool,Female,2862,9,North,18789
Spring,Kurti,Wool,Male,1018,2,West,18196
Winter,Jacket,Denim,Female,1557,49,East,18805
Spring,Jacket,Silk,Female,4915,42,South,19603
Winter,Dress,Linen,Female,4624,49,North,19038
Autumn,Jeans,Linen,Female,4820,69,South,15343
Winter,Kurti,Wool,Male,2927,58,West,9805
Summer,Kurti,Wool,Male,3957,52,North,17667
Summer,Jacket,Denim,Female,4008,45,East,17350
Spring,Kurti,Linen,Male,3950,55,North,19696
Autumn,Shirt,Cotton,Female,3768,37,North,18603
Spring,Shirt,Denim,Female,4695,44,South,2679
Winter,Jeans,Wool,Female,3538,51,West,17885
Summer,Jacket,Cotton,Female,1477,59,East,12813
Spring,Jacket,Linen,Male,3612,64,South,4374
Winter,Kurti,Denim,Female,1187,43,West,16525
Winter,Dress,Linen,Female,3691,47,West,5040
Spring,Shirt,Linen,Male,4611,32,South,16484
Summer,Jacket,Wool,Male,2127,54,West,15201
Summer,Dress,Silk,Male,650,24,North,6932
Winter,Shirt,Cotton,Female,2914,11,South,11624
Autumn,Shirt,Cotton,Female,2578,32,South,19314
Spring,Shirt,Denim,Male,807,19,West,15989
Summer,Jacket,Cotton,Male,4453,67,North,1038
Spring,Shirt,Silk,Female,541,30,South,17598
Summer,Jacket,Cotton,Male,843,69,West,17254
Winter,Kurti,Silk,Male,2387,47,South,16163
Winter,Jacket,Denim,Female,4329,28,West,7306
Summer,Jeans,Wool,Female,1663,37,North,4583
Autumn,Jacket,Silk,Female,3025,45,South,19616
Autumn,Shirt,Wool,Female,2954,4,West,10289
Summer,Jeans,Denim,Female,2760,0,North,12678
Summer,Kurti,Cotton,Male,4019,43,North,8025
Autumn,Jeans,Cotton,Female,2333,46,North,15177
Winter,Dress,Wool,Male,3482,33,North,15797
Winter,Jeans,Wool,Female,4591,42,North,19668
Winter,Jeans,Wool,Male,4539,62,South,15267
Autumn,Dress,Silk,Male,3787,42,North,4492
Spring,Jeans,Wool,Male,3857,1,West,2132
Autumn,Kurti,Denim,Male,3118,54,North,1932
Winter,Kurti,Silk,Female,1512,14,South,3485
Autumn,Jeans,Wool,Male,4681,55,East,10855
Summer,Shirt,Denim,Male,3515,52,South,18784
Autumn,Kurti,Silk,Female,1142,28,West,14009
Autumn,Jacket,Wool,Male,4858,49,South,18555
Summer,Jeans,Denim,Female,4532,68,East,18847
Summer,Shirt,Wool,Male,4185,28,West,6454
Summer,Jeans,Linen,Male,569,50,North,14840
Autumn,Kurti,Linen,Male,2258,3,East,1401
Spring,Shirt,Cotton,Female,1912,20,East,15047
Autumn,Shirt,Cotton,Male,2947,36,West,8518
Autumn,Jeans,Denim,Female,3703,70,East,2069
Spring,Shirt,Silk,Male,1877,60,East,15797
Spring,Shirt,Silk,Male,1654,67,East,2354
Spring,Dress,Silk,Female,1595,62,West,10772
Autumn,Kurti,Denim,Male,4440,32,West,9322
Spring,Jeans,Silk,Male,2473,59,South,19685
Spring,Kurti,Wool,Female,4043,15,East,18687
Winter,Dress,Linen,Male,3128,4,North,19513
Winter,Jacket,Silk,Male,4476,39,South,15084
Winter,Jacket,Cotton,Female,2206,10,South,14528
Spring,Kurti,Cotton,Female,3601,26,South,18562
Summer,Jeans,Silk,Male,3516,1,West,9415
Spring,Jacket,Linen,Male,3763,1,East,15378
Summer,Jacket,Wool,Female,4109,31,East,7112
Autumn,Dress,Wool,Male,4224,21,West,10327
Winter,Jeans,Linen,Male,3482,22,East,19489
Summer,Jeans,Denim,Female,1650,42,West,1842
Spring,Jacket,Silk,Male,2910,32,West,1555
Summer,Jeans,Denim,Female,4961,8,South,12480
Winter,Jacket,Silk,Female,2233,2,South,17659
Spring,Jacket,Linen,Male,1458,13,East,7502
Winter,Jeans,Cotton,Female,3306,33,East,1526
Spring,Jeans,Denim,Male,4018,61,West,9336
Autumn,Kurti,Wool,Male,2996,8,South,8382
Autumn,Shirt,Linen,Male,4681,64,South,4713
Autumn,Jeans,Silk,Female,3495,42,East,7129
Spring,Jeans,Cotton,Female,2133,68,South,8200
Summer,Kurti,Cotton,Female,1967,7,West,18900
Winter,Kurti,Silk,Male,2175,57,South,4411
Autumn,Jacket,Wool,Male,988,16,South,14455
Spring,Shirt,Linen,Female,2761,58,South,6725
Spring,Kurti,Linen,Male,1383,34,West,12811
Winter,Kurti,Wool,Male,1364,40,West,16097
Autumn,Jeans,Cotton,Female,3690,15,West,18148
Spring,Jeans,Denim,Female,1774,3,East,2293
Autumn,Dress,Cotton,Male,3548,51,North,18104
Summer,Dress,Denim,Male,1901,8,East,14220
Summer,Shirt,Cotton,Female,693,66,West,13603
Autumn,Kurti,Silk,Female,4659,21,North,19282
Spring,Dress,Cotton,Female,3437,6,North,10900
Spring,Jacket,Cotton,Male,4064,18,East,2164
Spring,Kurti,Cotton,Female,2663,52,South,9715
Spring,Jeans,Cotton,Male,2339,60,East,3860
Spring,Kurti,Cotton,Female,3638,33,South,7243
Autumn,Jeans,Silk,Female,3024,38,North,6929
Autumn,Dress,Silk,Female,4130,62,East,16440
Winter,Jeans,Silk,Male,1175,70,West,19823
Summer,Kurti,Silk,Male,548,9,South,12025
Autumn,Dress,Linen,Male,2098,61,West,16289
Winter,Dress,Silk,Female,3503,28,North,13107
Summer,Jeans,Silk,Female,1897,35,South,2168
Summer,Kurti,Denim,Female,2958,30,South,16101
Winter,Dress,Silk,Female,4611,12,East,12785
Autumn,Shirt,Wool,Male,2522,0,East,12699
Spring,Jeans,Silk,Male,2869,67,East,19118
Spring,Jeans,Wool,Female,626,24,North,6530
Spring,Dress,Silk,Female,1134,56,East,8903
Summer,Shirt,Silk,Female,3087,27,West,10427
Spring,Jacket,Cotton,Female,1021,59,East,19003
Autumn,Shirt,Denim,Male,2102,66,East,4297
Autumn,Dress,Silk,Male,2410,12,West,14958
Summer,Jacket,Linen,Female,711,65,North,2948
Spring,Jeans,Denim,Male,1696,61,North,5906
Autumn,Shirt,Linen,Female,1598,49,West,3225
Autumn,Shirt,Silk,Male,4149,69,East,13838
Summer,Shirt,Wool,Male,3315,22,West,3650
Spring,Jeans,Cotton,Male,2919,56,North,2364
Autumn,Jacket,Linen,Male,2642,57,West,15302
Spring,Jacket,Silk,Male,818,42,North,14157
Summer,Kurti,Wool,Female,949,47,South,19732
Winter,Kurti,Wool,Female,3183,10,South,10280
Spring,Jacket,Wool,Male,932,17,East,16608
Summer,Jacket,Silk,Female,3030,28,South,9734
Summer,Jacket,Silk,Female,1741,40,South,2012
Spring,Shirt,Wool,Male,2833,19,East,10730
Summer,Kurti,Denim,Female,2636,69,South,12332
Summer,Kurti,Linen,Male,2069,25,South,5163
Autumn,Shirt,Wool,Female,3373,58,West,16490
Winter,Dress,Denim,Male,2866,69,West,7804
Winter,Kurti,Denim,Female,4243,29,North,4316
Spring,Dress,Cotton,Female,4903,61,West,3584
Winter,Dress,Wool,Female,3124,44,East,5203
Autumn,Shirt,Denim,Female,510,59,East,5152
Summer,Dress,Linen,Female,3704,53,West,10024
Autumn,Kurti,Wool,Female,1883,6,South,4813
Summer,Jacket,Linen,Female,3809,46,East,14422
Summer,Shirt,Linen,Male,2901,34,North,17469
Spring,Shirt,Silk,Male,3952,63,East,14718
Winter,Kurti,Linen,Male,1292,23,West,11257
Summer,Shirt,Linen,Male,1098,16,East,3720
Winter,Jeans,Wool,Male,4071,48,West,5230
Spring,Jeans,Silk,Male,1313,21,South,5762
Winter,Jeans,Cotton,Male,2616,3,South,16069
Winter,Dress,Wool,Female,3553,16,West,12077
Summer,Dress,Linen,Female,4398,54,South,7388
Summer,Jacket,Cotton,Male,3154,55,North,15513
Autumn,Jeans,Silk,Female,4743,0,West,18013
Summer,Jacket,Silk,Male,4429,40,North,18172
Autumn,Jeans,Linen,Female,2602,19,South,15841
Autumn,Jeans,Denim,Female,803,10,South,1631
Autumn,Shirt,Silk,Female,1586,0,West,5092
Winter,Jeans,Wool,Female,776,17,West,18730
Spring,Dress,Cotton,Female,3429,43,West,16856
Summer,Dress,Silk,Female,2773,50,South,8379
Autumn,Dress,Linen,Male,4324,47,North,7245
Autumn,Kurti,Denim,Male,2201,20,East,3744
Winter,Jacket,Denim,Male,4941,3,North,2787
Summer,Dress,Linen,Female,3389,12,East,17124
Spring,Shirt,Wool,Male,1468,14,East,11605
Spring,Kurti,Linen,Male,3275,19,South,11146
Spring,Kurti,Denim,Male,3891,46,East,3449
Winter,Jacket,Wool,Female,3926,24,North,6104
Autumn,Shirt,Denim,Male,3199,60,South,17278
Winter,Jeans,Silk,Female,2801,34,East,17658
Summer,Shirt,Wool,Female,2997,17,East,6514
Spring,Jacket,Wool,Female,3588,49,North,7033
Autumn,Jacket,Denim,Male,1829,25,West,17843
Autumn,Dress,Wool,Male,3823,50,West,10518
Winter,Jeans,Wool,Female,2978,11,East,13034
Summer,Jacket,Denim,Female,4448,64,East,10486
Winter,Dress,Silk,Female,4021,33,West,6431
Autumn,Shirt,Denim,Male,1727,58,South,8276
Autumn,Shirt,Wool,Female,857,30,East,6178
Summer,Jacket,Wool,Female,516,64,West,1403
Summer,Jeans,Silk,Male,2761,43,East,16684
Spring,Jeans,Denim,Female,3806,51,East,8787
Spring,Shirt,Denim,Male,3475,30,North,16656
Autumn,Kurti,Silk,Female,3081,58,West,5195
Winter,Jacket,Linen,Male,4493,51,South,4912
Autumn,Shirt,Cotton,Male,2670,15,East,14116
Spring,Jacket,Wool,Female,3105,60,North,19976
Summer,Kurti,Denim,Male,4826,29,South,18260
Summer,Jeans,Cotton,Male,1429,12,North,16812
Spring,Shirt,Cotton,Male,3514,5,West,15701
Autumn,Dress,Denim,Male,1051,1,West,14354
Autumn,Jacket,Linen,Female,2171,36,West,16456
Spring,Kurti,Wool,Male,775,39,West,11691
Winter,Jeans,Silk,Male,4917,62,East,5715
Spring,Dress,Wool,Male,1131,40,South,18161
Spring,Jacket,Linen,Female,4581,38,North,10411
Summer,Shirt,Linen,Female,1700,66,North,10501
Autumn,Shirt,Cotton,Female,3288,9,North,16237
Summer,Jacket,Wool,Male,2417,70,West,17174
Spring,Dress,Denim,Male,880,3,West,5949
Summer,Jeans,Wool,Male,2915,15,East,6221
Winter,Jacket,Silk,Female,3552,31,South,2929
Winter,Jeans,Linen,Female,3798,55,East,4779
Spring,Jeans,Linen,Female,1403,12,East,6341
Spring,Jeans,Cotton,Female,743,17,East,5622
Winter,Dress,Cotton,Female,3444,44,West,6263
Summer,Dress,Linen,Male,4745,52,South,18451
Winter,Jeans,Cotton,Female,3208,44,East,2526
Autumn,Dress,Wool,Female,2526,15,South,9590
Spring,Kurti,Denim,Male,2344,70,South,3927
Winter,Jacket,Silk,Male,4707,30,East,13535
Winter,Jeans,Linen,Male,531,12,South,8965
Autumn,Shirt,Linen,Female,1713,25,North,10695
Summer,Jacket,Wool,Female,3656,50,South,16939
Autumn,Shirt,Denim,Male,3713,67,East,10519
Winter,Kurti,Cotton,Female,818,38,South,11029
Autumn,Jacket,Silk,Female,3939,33,West,2840
Spring,Jacket,Linen,Male,2803,18,South,14546
Summer,Dress,Linen,Female,4737,15,South,10758
Autumn,Shirt,Silk,Female,1402,53,East,4224
Winter,Jacket,Wool,Male,1978,38,North,3156
Spring,Jacket,Cotton,Female,4763,46,West,10831
Summer,Dress,Cotton,Female,718,18,North,3592
Spring,Jeans,Cotton,Male,3983,2,North,14552
Winter,Jacket,Linen,Female,2794,55,South,11887
Summer,Kurti,Silk,Female,1069,21,South,15456
Autumn,Kurti,Cotton,Male,2702,10,North,12802
Autumn,Jacket,Wool,Female,2075,70,North,10606
Winter,Shirt,Denim,Male,4196,44,North,7435
Spring,Shirt,Denim,Female,4262,30,South,10560
Winter,Kurti,Cotton,Male,1580,2,West,3001
Summer,Kurti,Cotton,Male,3653,66,North,13615
Spring,Kurti,Denim,Female,4991,57,West,10927
Autumn,Shirt,Cotton,Female,4952,51,South,10078
Winter,Kurti,Wool,Female,955,26,South,12840
Autumn,Shirt,Denim,Male,1230,69,North,17553
Spring,Jeans,Wool,Female,535,55,North,7884
Spring,Dress,Linen,Female,2522,41,South,6668
